DateTime,DateTime,Holiday,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,PeriodOfDay,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2,Holiday_code,weekday
2011-11-01 19:00:00,2011-11-01 19:00:00,None,0,1,44,1,11,2011,38,12.0,35.2,463.02,1230.0,4882.23,58.26,11,1
2011-11-01 19:30:00,2011-11-01 19:30:00,None,0,1,44,1,11,2011,39,12.0,37.0,457.03,1279.0,4676.06,54.14,11,1
2011-11-01 20:00:00,2011-11-01 20:00:00,None,0,1,44,1,11,2011,40,12.0,37.0,457.09,1278.0,4520.71,54.74,11,1
2011-11-01 20:30:00,2011-11-01 20:30:00,None,0,1,44,1,11,2011,41,12.0,38.9,462.62,1247.0,4403.16,54.74,11,1
2011-11-01 21:00:00,2011-11-01 21:00:00,None,0,1,44,1,11,2011,42,12.0,38.9,445.23,1250.0,4225.18,53.63,11,1
2011-11-01 21:30:00,2011-11-01 21:30:00,None,0,1,44,1,11,2011,43,12.0,42.6,463.86,1246.0,4000.62,54.74,11,1
2011-11-01 22:00:00,2011-11-01 22:00:00,None,0,1,44,1,11,2011,44,12.0,44.4,457.84,1281.0,3757.52,53.0,11,1
2011-11-01 22:30:00,2011-11-01 22:30:00,None,0,1,44,1,11,2011,45,12.0,51.9,409.03,1325.0,3536.95,53.0,11,1
2011-11-01 23:00:00,2011-11-01 23:00:00,None,0,1,44,1,11,2011,46,12.0,48.2,381.35,1391.0,3425.87,51.61,11,1
2011-11-01 23:30:00,2011-11-01 23:30:00,None,0,1,44,1,11,2011,47,12.0,48.2,374.14,1374.0,3192.47,51.61,11,1
2011-11-02 00:00:00,2011-11-02 00:00:00,None,0,2,44,2,11,2011,0,12.0,46.3,357.17,1357.0,2936.4,51.45,11,2
2011-11-02 00:30:00,2011-11-02 00:30:00,None,0,2,44,2,11,2011,1,12.0,48.2,341.24,1264.0,2757.26,36.53,11,2
2011-11-02 01:00:00,2011-11-02 01:00:00,None,0,2,44,2,11,2011,2,12.0,48.2,354.87,1116.0,2645.58,36.53,11,2
2011-11-02 01:30:00,2011-11-02 01:30:00,None,0,2,44,2,11,2011,3,12.0,50.0,371.32,998.0,2546.5,36.53,11,2
2011-11-02 02:00:00,2011-11-02 02:00:00,None,0,2,44,2,11,2011,4,12.0,42.6,387.3,886.0,2465.26,5.66,11,2
2011-11-02 02:30:00,2011-11-02 02:30:00,None,0,2,44,2,11,2011,5,12.0,50.0,400.07,816.0,2419.12,5.66,11,2
2011-11-02 03:00:00,2011-11-02 03:00:00,None,0,2,44,2,11,2011,6,12.0,50.0,411.8,747.0,2416.97,5.66,11,2
2011-11-02 03:30:00,2011-11-02 03:30:00,None,0,2,44,2,11,2011,7,12.0,44.4,417.81,751.0,2419.49,5.66,11,2
2011-11-02 04:00:00,2011-11-02 04:00:00,None,0,2,44,2,11,2011,8,12.0,50.0,416.04,765.0,2431.44,5.66,11,2
2011-11-02 04:30:00,2011-11-02 04:30:00,None,0,2,44,2,11,2011,9,12.0,48.2,418.83,735.0,2425.62,5.66,11,2
2011-11-02 05:00:00,2011-11-02 05:00:00,None,0,2,44,2,11,2011,10,12.0,50.0,419.19,751.0,2476.72,36.53,11,2
2011-11-02 05:30:00,2011-11-02 05:30:00,None,0,2,44,2,11,2011,11,12.0,51.9,425.83,709.0,2515.88,36.53,11,2
2011-11-02 06:00:00,2011-11-02 06:00:00,None,0,2,44,2,11,2011,12,12.0,51.9,413.33,760.0,2658.52,29.95,11,2
2011-11-02 06:30:00,2011-11-02 06:30:00,None,0,2,44,2,11,2011,13,12.0,50.0,380.44,934.0,2883.79,42.8,11,2
2011-11-02 07:00:00,2011-11-02 07:00:00,None,0,2,44,2,11,2011,14,12.0,53.7,375.18,1078.0,3251.61,44.3,11,2
2011-11-02 07:30:00,2011-11-02 07:30:00,None,0,2,44,2,11,2011,15,12.0,55.6,404.33,1143.0,3454.44,44.3,11,2
2011-11-02 08:00:00,2011-11-02 08:00:00,None,0,2,44,2,11,2011,16,12.0,51.9,425.09,1150.0,3713.34,50.6,11,2
2011-11-02 08:30:00,2011-11-02 08:30:00,None,0,2,44,2,11,2011,17,12.0,48.2,431.74,1251.0,3920.53,48.8,11,2
2011-11-02 09:00:00,2011-11-02 09:00:00,None,0,2,44,2,11,2011,18,13.0,50.0,456.66,1293.0,4132.04,50.65,11,2
2011-11-02 09:30:00,2011-11-02 09:30:00,None,0,2,44,2,11,2011,19,6.868253219866347,31.553481296967334,463.72,1294.0,4213.87,53.28,11,2
2011-11-02 10:00:00,2011-11-02 10:00:00,None,0,2,44,2,11,2011,20,13.0,53.7,468.93,1259.0,4259.69,53.9,11,2
2011-11-02 10:30:00,2011-11-02 10:30:00,None,0,2,44,2,11,2011,21,6.791703500908625,32.017777644031426,466.15,1317.0,4323.18,54.36,11,2
2011-11-02 11:00:00,2011-11-02 11:00:00,None,0,2,44,2,11,2011,22,12.0,51.9,465.39,1316.0,4393.66,55.74,11,2
2011-11-02 11:30:00,2011-11-02 11:30:00,None,0,2,44,2,11,2011,23,13.0,51.9,468.4,1304.0,4423.09,56.76,11,2
2011-11-02 12:00:00,2011-11-02 12:00:00,None,0,2,44,2,11,2011,24,13.0,48.2,459.46,1326.0,4488.02,57.54,11,2
2011-11-02 12:30:00,2011-11-02 12:30:00,None,0,2,44,2,11,2011,25,13.0,44.4,455.1,1364.0,4520.37,58.18,11,2
2011-11-02 13:00:00,2011-11-02 13:00:00,None,0,2,44,2,11,2011,26,13.0,44.4,455.02,1356.0,4465.23,56.39,11,2
2011-11-02 13:30:00,2011-11-02 13:30:00,None,0,2,44,2,11,2011,27,13.0,48.2,453.15,1373.0,4396.55,54.81,11,2
2011-11-02 14:00:00,2011-11-02 14:00:00,None,0,2,44,2,11,2011,28,12.0,44.4,457.66,1353.0,4431.86,55.09,11,2
2011-11-02 14:30:00,2011-11-02 14:30:00,None,0,2,44,2,11,2011,29,13.0,50.0,459.48,1340.0,4454.54,56.72,11,2
2011-11-02 15:00:00,2011-11-02 15:00:00,None,0,2,44,2,11,2011,30,12.0,51.9,453.33,1323.0,4492.34,57.68,11,2
2011-11-02 15:30:00,2011-11-02 15:30:00,None,0,2,44,2,11,2011,31,13.0,46.3,448.18,1322.0,4549.44,57.99,11,2
2011-11-02 16:00:00,2011-11-02 16:00:00,None,0,2,44,2,11,2011,32,13.0,50.0,433.72,1398.0,4659.24,69.95,11,2
2011-11-02 16:30:00,2011-11-02 16:30:00,None,0,2,44,2,11,2011,33,13.0,46.3,439.11,1378.0,4924.02,76.57,11,2
2011-11-02 17:00:00,2011-11-02 17:00:00,None,0,2,44,2,11,2011,34,13.0,42.6,441.09,1394.0,5216.66,245.87,11,2
2011-11-02 17:30:00,2011-11-02 17:30:00,None,0,2,44,2,11,2011,35,13.0,37.0,430.96,1389.0,5312.16,251.01,11,2
2011-11-02 18:00:00,2011-11-02 18:00:00,None,0,2,44,2,11,2011,36,13.0,42.6,429.17,1412.0,5205.09,94.55,11,2
2011-11-02 18:30:00,2011-11-02 18:30:00,None,0,2,44,2,11,2011,37,13.0,40.7,440.82,1377.0,5052.31,86.17,11,2
2011-11-02 19:00:00,2011-11-02 19:00:00,None,0,2,44,2,11,2011,38,13.0,42.6,439.2,1367.0,4930.86,76.24,11,2
2011-11-02 19:30:00,2011-11-02 19:30:00,None,0,2,44,2,11,2011,39,13.0,42.6,439.45,1338.0,4788.65,72.92,11,2
2011-11-02 20:00:00,2011-11-02 20:00:00,None,0,2,44,2,11,2011,40,13.0,40.7,436.44,1328.0,4621.2,58.61,11,2
2011-11-02 20:30:00,2011-11-02 20:30:00,None,0,2,44,2,11,2011,41,13.0,38.9,426.1,1340.0,4499.07,55.93,11,2
2011-11-02 21:00:00,2011-11-02 21:00:00,None,0,2,44,2,11,2011,42,13.0,38.9,410.56,1356.0,4345.07,53.6,11,2
2011-11-02 21:30:00,2011-11-02 21:30:00,None,0,2,44,2,11,2011,43,12.0,33.3,396.23,1342.0,4178.42,50.33,11,2
2011-11-02 22:00:00,2011-11-02 22:00:00,None,0,2,44,2,11,2011,44,12.0,29.6,404.72,1351.0,3964.79,48.8,11,2
2011-11-02 22:30:00,2011-11-02 22:30:00,None,0,2,44,2,11,2011,45,12.0,29.6,405.89,1315.0,3751.52,48.36,11,2
2011-11-02 23:00:00,2011-11-02 23:00:00,None,0,2,44,2,11,2011,46,12.0,33.3,395.18,1310.0,3664.19,48.36,11,2
2011-11-02 23:30:00,2011-11-02 23:30:00,None,0,2,44,2,11,2011,47,12.0,33.3,385.27,1270.0,3465.06,48.36,11,2
2011-11-03 00:00:00,2011-11-03 00:00:00,None,0,3,44,3,11,2011,0,12.0,35.2,373.89,1252.0,3235.88,47.38,11,3
2011-11-03 00:30:00,2011-11-03 00:30:00,None,0,3,44,3,11,2011,1,12.0,29.6,320.85,1258.0,3058.27,45.39,11,3
2011-11-03 01:00:00,2011-11-03 01:00:00,None,0,3,44,3,11,2011,2,12.0,29.6,321.07,1213.0,2922.82,32.54,11,3
2011-11-03 01:30:00,2011-11-03 01:30:00,None,0,3,44,3,11,2011,3,12.0,31.5,327.85,1125.0,2804.93,32.54,11,3
2011-11-03 02:00:00,2011-11-03 02:00:00,None,0,3,44,3,11,2011,4,12.0,31.5,338.08,1019.0,2710.3,32.54,11,3
2011-11-03 02:30:00,2011-11-03 02:30:00,None,0,3,44,3,11,2011,5,12.0,33.3,343.44,953.0,2607.19,32.54,11,3
2011-11-03 03:00:00,2011-11-03 03:00:00,None,0,3,44,3,11,2011,6,12.0,29.6,358.24,840.0,2552.84,32.54,11,3
2011-11-03 03:30:00,2011-11-03 03:30:00,None,0,3,44,3,11,2011,7,12.0,33.3,358.43,841.0,2534.7,32.54,11,3
2011-11-03 04:00:00,2011-11-03 04:00:00,None,0,3,44,3,11,2011,8,12.0,25.9,363.8,804.0,2515.52,32.54,11,3
2011-11-03 04:30:00,2011-11-03 04:30:00,None,0,3,44,3,11,2011,9,12.0,29.6,376.8,796.0,2482.96,32.54,11,3
2011-11-03 05:00:00,2011-11-03 05:00:00,None,0,3,44,3,11,2011,10,12.0,25.9,362.45,782.0,2531.99,32.54,11,3
2011-11-03 05:30:00,2011-11-03 05:30:00,None,0,3,44,3,11,2011,11,12.0,29.6,376.01,773.0,2586.35,32.54,11,3
2011-11-03 06:00:00,2011-11-03 06:00:00,None,0,3,44,3,11,2011,12,12.0,24.1,384.5,822.0,2791.72,42.73,11,3
2011-11-03 06:30:00,2011-11-03 06:30:00,None,0,3,44,3,11,2011,13,12.0,24.1,394.32,954.0,3042.61,42.73,11,3
2011-11-03 07:00:00,2011-11-03 07:00:00,None,0,3,44,3,11,2011,14,12.0,29.6,439.47,904.0,3406.09,42.73,11,3
2011-11-03 07:30:00,2011-11-03 07:30:00,None,0,3,44,3,11,2011,15,12.0,24.1,456.14,884.0,3610.5,43.26,11,3
2011-11-03 08:00:00,2011-11-03 08:00:00,None,0,3,44,3,11,2011,16,12.0,29.6,465.72,884.0,3885.4,51.88,11,3
2011-11-03 08:30:00,2011-11-03 08:30:00,None,0,3,44,3,11,2011,17,12.0,27.8,492.0,798.0,4083.36,45.37,11,3
2011-11-03 09:00:00,2011-11-03 09:00:00,None,0,3,44,3,11,2011,18,12.0,24.1,505.1,796.0,4253.6,45.37,11,3
2011-11-03 09:30:00,2011-11-03 09:30:00,None,0,3,44,3,11,2011,19,12.0,25.9,499.26,872.0,4355.21,45.37,11,3
2011-11-03 10:00:00,2011-11-03 10:00:00,None,0,3,44,3,11,2011,20,12.0,24.1,497.63,864.0,4403.21,45.37,11,3
2011-11-03 10:30:00,2011-11-03 10:30:00,None,0,3,44,3,11,2011,21,12.0,22.2,499.29,878.0,4472.67,45.37,11,3
2011-11-03 11:00:00,2011-11-03 11:00:00,None,0,3,44,3,11,2011,22,13.0,24.1,492.14,863.0,4491.64,45.37,11,3
2011-11-03 11:30:00,2011-11-03 11:30:00,None,0,3,44,3,11,2011,23,13.0,24.1,478.47,921.0,4522.46,45.37,11,3
2011-11-03 12:00:00,2011-11-03 12:00:00,None,0,3,44,3,11,2011,24,13.0,24.1,491.8,805.0,4572.09,45.37,11,3
2011-11-03 12:30:00,2011-11-03 12:30:00,None,0,3,44,3,11,2011,25,13.0,22.2,487.66,773.0,4601.22,48.28,11,3
2011-11-03 13:00:00,2011-11-03 13:00:00,None,0,3,44,3,11,2011,26,13.0,24.1,496.27,727.0,4533.1,48.28,11,3
2011-11-03 13:30:00,2011-11-03 13:30:00,None,0,3,44,3,11,2011,27,11.0,25.9,499.35,758.0,4474.42,45.37,11,3
2011-11-03 14:00:00,2011-11-03 14:00:00,None,0,3,44,3,11,2011,28,13.0,24.1,511.13,705.0,4505.79,45.37,11,3
2011-11-03 14:30:00,2011-11-03 14:30:00,None,0,3,44,3,11,2011,29,13.0,25.9,509.18,641.0,4476.38,45.37,11,3
2011-11-03 15:00:00,2011-11-03 15:00:00,None,0,3,44,3,11,2011,30,13.0,22.2,522.25,589.0,4479.28,48.28,11,3
2011-11-03 15:30:00,2011-11-03 15:30:00,None,0,3,44,3,11,2011,31,12.0,18.5,529.17,533.0,4502.84,48.28,11,3
2011-11-03 16:00:00,2011-11-03 16:00:00,None,0,3,44,3,11,2011,32,12.0,24.1,523.81,521.0,4572.72,99.57,11,3
2011-11-03 16:30:00,2011-11-03 16:30:00,None,0,3,44,3,11,2011,33,12.0,22.2,535.7,512.0,4800.27,99.57,11,3
2011-11-03 17:00:00,2011-11-03 17:00:00,None,0,3,44,3,11,2011,34,12.0,18.5,523.46,473.0,5244.98,237.46,11,3
2011-11-03 17:30:00,2011-11-03 17:30:00,None,0,3,44,3,11,2011,35,11.0,13.0,504.77,438.0,5432.84,445.64,11,3
2011-11-03 18:00:00,2011-11-03 18:00:00,None,0,3,44,3,11,2011,36,11.0,14.8,504.39,389.0,5347.9,330.72,11,3
2011-11-03 18:30:00,2011-11-03 18:30:00,None,0,3,44,3,11,2011,37,11.0,18.5,507.03,402.0,5200.73,128.25,11,3
2011-11-03 19:00:00,2011-11-03 19:00:00,None,0,3,44,3,11,2011,38,10.0,20.4,515.14,490.0,5064.34,105.47,11,3
2011-11-03 19:30:00,2011-11-03 19:30:00,None,0,3,44,3,11,2011,39,10.0,18.5,528.22,480.0,4929.32,133.03,11,3
2011-11-03 20:00:00,2011-11-03 20:00:00,None,0,3,44,3,11,2011,40,9.0,9.3,532.74,413.0,4774.93,54.18,11,3
2011-11-03 20:30:00,2011-11-03 20:30:00,None,0,3,44,3,11,2011,41,8.0,7.4,544.02,400.0,4649.2,48.28,11,3
2011-11-03 21:00:00,2011-11-03 21:00:00,None,0,3,44,3,11,2011,42,7.0,7.4,552.24,378.0,4507.45,48.28,11,3
2011-11-03 21:30:00,2011-11-03 21:30:00,None,0,3,44,3,11,2011,43,7.0,7.4,575.44,305.0,4311.06,48.28,11,3
2011-11-03 22:00:00,2011-11-03 22:00:00,None,0,3,44,3,11,2011,44,8.0,5.6,582.27,301.0,4101.7,45.37,11,3
2011-11-03 22:30:00,2011-11-03 22:30:00,None,0,3,44,3,11,2011,45,7.0,5.6,570.27,229.0,3951.16,48.28,11,3
2011-11-03 23:00:00,2011-11-03 23:00:00,None,0,3,44,3,11,2011,46,8.0,3.7,599.91,217.0,3863.68,48.28,11,3
2011-11-03 23:30:00,2011-11-03 23:30:00,None,0,3,44,3,11,2011,47,8.0,1.9,595.34,178.0,3663.66,45.37,11,3
2011-11-04 00:00:00,2011-11-04 00:00:00,None,0,4,44,4,11,2011,0,8.0,5.6,622.35,158.0,3446.04,45.37,11,4
2011-11-04 00:30:00,2011-11-04 00:30:00,None,0,4,44,4,11,2011,1,8.0,0.0,644.13,118.0,3255.45,44.93,11,4
2011-11-04 01:00:00,2011-11-04 01:00:00,None,0,4,44,4,11,2011,2,8.0,3.7,634.41,97.0,3130.56,44.93,11,4
2011-11-04 01:30:00,2011-11-04 01:30:00,None,0,4,44,4,11,2011,3,8.0,7.4,616.65,92.0,3023.76,43.26,11,4
2011-11-04 02:00:00,2011-11-04 02:00:00,None,0,4,44,4,11,2011,4,8.0,11.1,619.6,86.0,2926.91,43.26,11,4
2011-11-04 02:30:00,2011-11-04 02:30:00,None,0,4,44,4,11,2011,5,7.0,9.3,628.14,94.0,2864.25,43.26,11,4
2011-11-04 03:00:00,2011-11-04 03:00:00,None,0,4,44,4,11,2011,6,7.0,13.0,623.81,92.0,2841.52,42.73,11,4
2011-11-04 03:30:00,2011-11-04 03:30:00,None,0,4,44,4,11,2011,7,7.0,9.3,630.58,92.0,2832.75,42.73,11,4
2011-11-04 04:00:00,2011-11-04 04:00:00,None,0,4,44,4,11,2011,8,7.0,9.3,625.55,120.0,2836.51,42.73,11,4
2011-11-04 04:30:00,2011-11-04 04:30:00,None,0,4,44,4,11,2011,9,7.0,11.1,628.49,116.0,2835.48,42.73,11,4
2011-11-04 05:00:00,2011-11-04 05:00:00,None,0,4,44,4,11,2011,10,7.0,11.1,625.42,124.0,2868.13,42.73,11,4
2011-11-04 05:30:00,2011-11-04 05:30:00,None,0,4,44,4,11,2011,11,7.0,11.1,637.7,106.0,2920.47,42.73,11,4
2011-11-04 06:00:00,2011-11-04 06:00:00,None,0,4,44,4,11,2011,12,8.0,7.4,648.38,122.0,3102.0,42.73,11,4
2011-11-04 06:30:00,2011-11-04 06:30:00,None,0,4,44,4,11,2011,13,8.0,7.4,648.26,94.0,3338.37,43.12,11,4
2011-11-04 07:00:00,2011-11-04 07:00:00,None,0,4,44,4,11,2011,14,7.0,9.3,653.02,95.0,3694.29,46.45,11,4
2011-11-04 07:30:00,2011-11-04 07:30:00,None,0,4,44,4,11,2011,15,7.0,11.1,644.11,101.0,3899.94,46.45,11,4
2011-11-04 08:00:00,2011-11-04 08:00:00,None,0,4,44,4,11,2011,16,7.0,7.4,627.3,104.0,4148.99,46.45,11,4
2011-11-04 08:30:00,2011-11-04 08:30:00,None,0,4,44,4,11,2011,17,8.0,7.4,607.72,115.0,4387.53,46.45,11,4
2011-11-04 09:00:00,2011-11-04 09:00:00,None,0,4,44,4,11,2011,18,8.0,7.4,586.12,112.0,4586.37,46.45,11,4
2011-11-04 09:30:00,2011-11-04 09:30:00,None,0,4,44,4,11,2011,19,9.0,7.4,575.47,106.0,4662.54,46.45,11,4
2011-11-04 10:00:00,2011-11-04 10:00:00,None,0,4,44,4,11,2011,20,9.0,9.3,587.71,94.0,4658.06,46.45,11,4
2011-11-04 10:30:00,2011-11-04 10:30:00,None,0,4,44,4,11,2011,21,9.0,7.4,592.39,98.0,4702.36,46.45,11,4
2011-11-04 11:00:00,2011-11-04 11:00:00,None,0,4,44,4,11,2011,22,10.0,7.4,588.84,99.0,4729.63,46.45,11,4
2011-11-04 11:30:00,2011-11-04 11:30:00,None,0,4,44,4,11,2011,23,10.0,11.1,583.8,137.0,4714.11,46.45,11,4
2011-11-04 12:00:00,2011-11-04 12:00:00,None,0,4,44,4,11,2011,24,11.0,9.3,581.24,168.0,4724.58,46.45,11,4
2011-11-04 12:30:00,2011-11-04 12:30:00,None,0,4,44,4,11,2011,25,11.0,7.4,577.75,218.0,4725.75,46.45,11,4
2011-11-04 13:00:00,2011-11-04 13:00:00,None,0,4,44,4,11,2011,26,12.0,13.0,577.88,268.0,4646.37,46.07,11,4
2011-11-04 13:30:00,2011-11-04 13:30:00,None,0,4,44,4,11,2011,27,12.0,20.4,599.89,243.0,4561.55,46.07,11,4
2011-11-04 14:00:00,2011-11-04 14:00:00,None,0,4,44,4,11,2011,28,10.0,13.0,604.47,266.0,4526.41,45.45,11,4
2011-11-04 14:30:00,2011-11-04 14:30:00,None,0,4,44,4,11,2011,29,11.0,7.4,600.7,265.0,4488.41,45.45,11,4
2011-11-04 15:00:00,2011-11-04 15:00:00,None,0,4,44,4,11,2011,30,12.0,9.3,599.96,224.0,4485.89,46.07,11,4
2011-11-04 15:30:00,2011-11-04 15:30:00,None,0,4,44,4,11,2011,31,11.0,9.3,601.83,164.0,4502.47,46.07,11,4
2011-11-04 16:00:00,2011-11-04 16:00:00,None,0,4,44,4,11,2011,32,10.0,5.6,592.93,170.0,4573.75,46.07,11,4
2011-11-04 16:30:00,2011-11-04 16:30:00,None,0,4,44,4,11,2011,33,11.0,3.7,588.94,140.0,4812.29,53.18,11,4
2011-11-04 17:00:00,2011-11-04 17:00:00,None,0,4,44,4,11,2011,34,10.0,9.3,577.45,154.0,5307.69,100.82,11,4
2011-11-04 17:30:00,2011-11-04 17:30:00,None,0,4,44,4,11,2011,35,9.0,11.1,550.2,128.0,5552.78,382.34,11,4
2011-11-04 18:00:00,2011-11-04 18:00:00,None,0,4,44,4,11,2011,36,9.0,9.3,543.74,118.0,5510.98,157.14,11,4
2011-11-04 18:30:00,2011-11-04 18:30:00,None,0,4,44,4,11,2011,37,8.0,9.3,533.04,125.0,5375.06,112.1,11,4
2011-11-04 19:00:00,2011-11-04 19:00:00,None,0,4,44,4,11,2011,38,8.0,9.3,537.01,104.0,5235.56,70.22,11,4
2011-11-04 19:30:00,2011-11-04 19:30:00,None,0,4,44,4,11,2011,39,8.0,9.3,535.71,106.0,5067.77,74.03,11,4
2011-11-04 20:00:00,2011-11-04 20:00:00,None,0,4,44,4,11,2011,40,7.0,11.1,542.87,111.0,4898.15,70.4,11,4
2011-11-04 20:30:00,2011-11-04 20:30:00,None,0,4,44,4,11,2011,41,7.0,11.1,542.99,99.0,4737.88,65.32,11,4
2011-11-04 21:00:00,2011-11-04 21:00:00,None,0,4,44,4,11,2011,42,7.0,9.3,546.73,116.0,4580.5,51.04,11,4
2011-11-04 21:30:00,2011-11-04 21:30:00,None,0,4,44,4,11,2011,43,7.0,11.1,563.02,112.0,4375.52,51.04,11,4
2011-11-04 22:00:00,2011-11-04 22:00:00,None,0,4,44,4,11,2011,44,7.0,11.1,570.76,102.0,4187.62,51.04,11,4
2011-11-04 22:30:00,2011-11-04 22:30:00,None,0,4,44,4,11,2011,45,7.0,13.0,592.03,103.0,4049.42,51.04,11,4
